"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"1449",1459,"2018-02-26","UnderArmour","Earn it every day. Shine every week. <U+270A> #WEWILL https://t.co/QB7cnn0pYx",46,0,0,110,20,0,0,1,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,1,1,0,1,4.70048036579242,2.99573227355399,1,1,0,0,0.820680779855996,0.988697792067108,0,0,"earn it every day shine every week ua",8,0.5,0.125,1,0,0,1,0,6.609
"1450",1460,"2018-02-25","UnderArmour",".  showed the world what domination looks like…twice. https://t.co/yWsIUW3pTN",67,0,0,267,49,0,1,0,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,0,1,0,5.58724865840025,3.89182029811063,1,1,0,0,1.27421489503957,0.988697792067108,0,1,"show the world what domination look liketwice",7,0.428571428571429,0.285714285714286,0,1,0,0,0,5.4725
"1451",1461,"2018-02-24","UnderArmour","This dunk just broke the savage scale. <U+2696><U+FE0F> #UnleashChaos <U+0001F4F9>   https://t.co/RUY7CgHRSJ",67,0,0,287,61,0,1,0,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,19,1,0,1,1,1,1,3,1,1,1.73205080756888,5.65948221575962,4.11087386417331,1,1,0,0,1.27421489503957,0.988697792067108,0,0,"this dunk just break the savage scale uufef uff",9,0.555555555555556,0.111111111111111,0,0,1,0,0,5.253
"1452",1462,"2018-02-23","UnderArmour","Inspired by insight. Every detail in our #UAHOVR technology has been obsessed over for the runner. Shop now. https://t.co/85iSg7fqBG https://t.co/Ch0vxmsoKc",132,0,0,130,19,1,0,1,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,4.86753445045558,2.94443897916644,1,1,0,0,2.67801096584588,0.988697792067108,0,0,"inspire by insight every detail in we technology have be obsess over for the runner shop now",17,0.294117647058824,0.117647058823529,0,1,0,0,0,5.80222222222222
"1453",1463,"2018-02-23","UnderArmour","Too much <U+0001F525> https://t.co/1xh8z4NTqK",52,0,1,0,1863,0,0,1,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,1,0,7.52994337060159,0,1,0,1,0.950261955622732,0.988697792067108,0,0,"too much uf",3,0.333333333333333,0,0,0,0,0,1,5.695
"1454",1464,"2018-02-23","UnderArmour",".  breaks down what it’s like to develop your own sneaker. Today,   &amp; Complex are announcing along with   a new six-part sneaker industry online course, Sneaker Essentials. Want a sneak peak? Sign-up: https://t.co/KxdFUBexEl https://t.co/JZgXWvjKoy",144,0,1,0,7,0,0,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,1.73205080756888,0,0,1.94591014905531,0,0,0,0,2.93717331737935,0.988697792067108,1,1,"break down what its like to develop you own sneaker today amp complex be announce along with a new sixpart sneaker industry online course sneaker essential want a sneak peak signup",31,0.354838709677419,0.161290322580645,0,1,1,0,0,5.83
"1455",1465,"2018-02-22","UnderArmour","The   team starts every training session knowing that a split second in a race can make all the difference. See what it takes to shave that off. #WEWILL https://t.co/slAwAaL64L",166,0,0,87,16,0,1,0,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,19,1,0,1,1,1,1,0,0,1,0,4.46590811865458,2.77258872223978,1,1,0,0,3.41230429519072,0.988697792067108,0,0,"the team start every training session know that a split second in a race can make all the difference see what it take to shave that off",27,0.222222222222222,0.222222222222222,1,1,0,0,0,5.57
"1456",1466,"2018-02-22","UnderArmour","It was nice to meet you   !<U+270C><U+0001F3FE> #UAHOVR https://t.co/y4Sp98glcT",91,0,1,0,114,0,0,1,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1.4142135623731,0,4.7361984483945,0,1,0,0,1.79253959810652,0.988697792067108,0,0,"it be nice to meet you ucuffe",7,0,0.142857142857143,0,0,0,1,0,6.40666666666667
"1457",1467,"2018-02-21","UnderArmour","The rise, the fight, the fall and the comeback. We’re all just along for the ride with  . #UnlikeAny https://t.co/kulgNujtKa",111,0,0,110,17,0,1,0,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,18,1,0,1,1,1,1,0,0,1,0,4.70048036579242,2.83321334405622,1,1,0,0,2.2244768506623,0.988697792067108,0,1,"the rise the fight the fall and the comeback be all just along for the ride with",17,0.294117647058824,0,0,1,1,0,0,5.29166666666667
"1458",1468,"2018-02-20","UnderArmour","Test your skills at Bobsled, Speed Skating, Halfpipe and Slalom. Click the link to play now. https://t.co/y3pWgWeDD8 https://t.co/yFnZiuzLQR",116,0,0,64,12,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.15888308335967,2.484906649788,1,1,0,0,2.33246116380125,0.988697792067108,0,0,"test you skill at bobsl speed skat halfpipe and slalom click the link to play now",16,0.25,0.3125,1,0,0,1,0,6.15833333333333
"1459",1469,"2018-02-19","UnderArmour","The   team gives everything to make a split-second difference in their time. They know it can be the difference between glory and heartbreak. #WEWILL https://t.co/UjH5zLM43l",163,0,0,74,12,0,1,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1,0,0,1,0,4.30406509320417,2.484906649788,1,1,0,0,3.34751370730735,0.988697792067108,0,0,"the team give everything to make a splitsecond difference in they time they know it can be the difference between glory and heartbreak",23,0.260869565217391,0.130434782608696,1,0,0,0,0,5.76545454545455
"1460",1471,"2018-02-18","UnderArmour","<U+0001F5FA> out your plan of attack.   crushing mental reps. #WEWILL https://t.co/p5nh9yofmT",66,0,0,92,11,0,1,0,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,18,1,0,1,1,1,1,1,1,1,1,4.52178857704904,2.39789527279837,1,0,0,0,1.25261803241178,0.988697792067108,0,1,"uffa out you plan of attack crush mental rep",9,0.444444444444444,0.111111111111111,0,0,1,0,0,4.46
"1461",1472,"2018-02-18","UnderArmour","Designed for distance. Tested for perfection. #UAHOVR Sonic is here to make runners better. Shop now. https://t.co/boThaV9KL0 https://t.co/D4LlbfPAe3",125,0,0,71,9,1,0,1,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,4.26267987704132,2.19722457733622,1,0,0,0,2.52683292745135,0.988697792067108,0,0,"design for distance test for perfection sonic be here to make runner better shop now",15,0.2,0.266666666666667,0,0,1,0,0,5.65333333333333
"1462",1473,"2018-02-17","UnderArmour","Chase greatness.   is living on the edge. #GoPro #WEWILL https://t.co/ZjIkGSYaWF",68,0,0,62,10,0,1,0,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,1,1,2,1,0,0,1,0,4.12713438504509,2.30258509299405,1,0,0,0,1.29581175766736,0.988697792067108,0,1,"chase greatness be live on the edge",7,0.428571428571429,0.142857142857143,0,1,1,1,1,6.018
"1463",1474,"2018-02-17","UnderArmour","Still a kid at <U+2764><U+FE0F>.   enjoying All-Star Weekend at the   event today in L.A. #WEWILL https://t.co/hXUHJposhp",102,0,0,64,8,0,0,1,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,2,1,1.4142135623731,1.4142135623731,4.15888308335967,2.07944154167984,1,0,0,0,2.0301050870122,0.988697792067108,0,0,"still a kid at uufef enjoy allstar weekend at the event today in la",14,0.285714285714286,0.0714285714285714,0,1,0,0,0,7.07
"1464",1475,"2018-02-16","UnderArmour","Ready for L.A. nights. The #Curry4 ""Hollywood Lights"" is available now. https://t.co/9cW7OTDM0G https://t.co/mJIb97vYTb",95,0,0,140,16,1,0,1,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,1,0,0,0,0,4.9416424226093,2.77258872223978,1,1,0,0,1.87892704861767,0.988697792067108,0,0,"ready for la night the hollywood light be available now",10,0.3,0,1,0,1,0,0,6.582
"1465",1476,"2018-02-16","UnderArmour","Super<U+2B50><U+FE0F>s in #UAHOVR.   x   lifted up L.A. for Culture II last night. #WEWILL https://t.co/eVewpxJca4",91,0,0,129,29,0,1,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,2,1,2,1,2,1,1.4142135623731,1.4142135623731,4.85981240436167,3.36729582998647,1,1,0,0,1.79253959810652,0.988697792067108,0,0,"superubufef in x lift up la for culture ii last night",10,0.4,0.1,1,1,0,1,1,6.09333333333333
"1466",1477,"2018-02-15","UnderArmour","Brace yourselves,   is coming. <U+26F7><U+0001F4A8> <U+0001F62C> https://t.co/RR84OKAUXn",49,0,0,168,20,0,1,0,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,19,1,0,1,1,0,0,3,1,1,1.73205080756888,5.12396397940326,2.99573227355399,1,1,0,0,0.885471367739364,0.988697792067108,0,1,"brace yourselves be come ufufa ufc",6,0.166666666666667,0.166666666666667,1,0,0,0,1,5.66
"1467",1478,"2018-02-14","UnderArmour","Break through barriers.   is making history. #WEWILL https://t.co/I08UkbM8uI",63,0,0,530,195,0,1,0,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,1,1,1,1,0,0,1,0,6.27287700654617,5.27299955856375,1,1,1,0,1.18782744452841,0.988697792067108,0,0,"break through barrier be make history",6,0.333333333333333,0.333333333333333,0,0,0,0,1,5.568
"1468",1479,"2018-02-14","UnderArmour",".  keeps his message <U+0001F4AF>. Celebrate Black History Month 24/7, 365. #WEWILL https://t.co/LE8VYBNpPm",86,0,0,123,17,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.81218435537242,2.83321334405622,1,1,0,0,1.68455528496757,0.988697792067108,0,0,"keep he message ufaf celebrate black history month",8,0.5,0.25,1,0,1,0,0,6.25333333333333
"1469",1480,"2018-02-13","UnderArmour",".  working on her <U+0001F300>game. #GoPro #WEWILL https://t.co/jG5eb4emAN",53,0,0,152,15,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,14,1,0,1,1,2,1,1,1,1,1,5.02388052084628,2.70805020110221,1,1,0,0,0.971858818250521,0.988697792067108,0,1,"work on she ufgame",4,0.25,0.25,0,0,0,0,1,5.05
"1470",1481,"2018-02-13","UnderArmour","Run with the new movement in cushioning. #UAHOVR redefines gravity. Shop now. https://t.co/fAEbEyzznJ https://t.co/aHA0vqZxhe",101,0,0,147,26,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4.99043258677874,3.25809653802148,1,1,0,0,2.00850822438441,0.988697792067108,0,0,"run with the new movement in cushion redefine gravity shop now",11,0.363636363636364,0.0909090909090909,0,1,0,0,1,6.37833333333333
"1471",1482,"2018-02-12","UnderArmour","Happy Birthday,  ! <U+0001F382> https://t.co/nV3wdZRsOv",35,1,0,82,8,1,0,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,22,0,1,1,1,0,0,1,1,1,1,4.40671924726425,2.07944154167984,1,0,0,0,0.583115290950313,0.988697792067108,0,0,"happy birthday uf",3,0.666666666666667,0,0,1,0,0,0,7.635
"1472",1483,"2018-02-12","UnderArmour","While the   team was perfecting every tiny detail, so were we. See what goes into becoming just a split-second faster. #WEWILL https://t.co/j3ufFVhnQe",140,0,0,49,9,0,1,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1,0,0,1,0,3.89182029811063,2.19722457733622,1,0,0,0,2.8507858668682,0.988697792067108,0,0,"while the team be perfect every tiny detail so be we see what go into become just a splitsecond faster",20,0.15,0.2,1,0,1,1,1,6.12666666666667
"1473",1484,"2018-02-12","UnderArmour","There is no better story than a comeback.   is writing her latest chapter. #UnlikeAny https://t.co/ZIpLCRwNus",96,0,0,270,23,0,1,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,14,1,0,1,1,1,1,0,0,1,0,5.59842195899838,3.13549421592915,1,1,0,0,1.90052391124546,0.988697792067108,0,1,"there be no better story than a comeback be write she latest chapter",13,0.230769230769231,0.153846153846154,0,0,1,0,0,6.32
"1474",1485,"2018-02-11","UnderArmour","We don’t hold each other down. We lift each other up. #UAHOVR Shop now. https://t.co/1g4vMvFSaJ https://t.co/yTC484u2mr",95,0,0,115,9,1,0,1,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,4.74493212836325,2.19722457733622,1,0,0,0,1.87892704861767,0.988697792067108,0,0,"we do not hold each other down we lift each other up shop now",14,0.214285714285714,0.142857142857143,0,0,0,1,0,3.565
"1475",1486,"2018-02-10","UnderArmour","Celebrating Black History Month, Raymond Felton wanted to pay respect to Dr. Martin Luther King Jr.’s Dream speech. https://t.co/v8wNSt8sw6",115,0,0,171,41,0,0,1,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,5.14166355650266,3.71357206670431,1,1,0,0,2.31086430117346,0.988697792067108,0,0,"celebrat black history month raymond felton want to pay respect to dr martin luther king jr dream speech",18,0.5,0.222222222222222,0,0,1,0,0,6.13888888888889
"1476",1487,"2018-02-10","UnderArmour",".  turns power into speed. <U+0001F3CB><U+FE0F><U+200D><U+2642><U+FE0F> #WEWILL https://t.co/EPVzzaEdXo",52,0,0,79,8,0,1,0,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,17,1,0,1,1,1,1,5,1,1,2.23606797749979,4.36944785246702,2.07944154167984,1,0,0,0,0.950261955622732,0.988697792067108,0,1,"turn power into speed ufcbufefuduufef",5,0.6,0.2,1,0,0,0,0,6.04333333333333
"1477",1488,"2018-02-09","UnderArmour",".  = the human fidget spinner. <U+0001F3C2> #WEWILL https://t.co/ZF2aKxIt5x",55,0,0,113,23,0,1,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,1,1,1,1,1,1,1,1,4.72738781871234,3.13549421592915,1,1,0,0,1.0150525435061,0.988697792067108,0,0,"the human fidget spinner ufc",5,0.4,0,1,1,0,0,0,5.985
"1478",1489,"2018-02-08","UnderArmour","Are you not entertained?   got tricks. #WEWILL https://t.co/rxmqV1ljX7",61,0,0,110,19,0,1,0,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,14,1,0,1,1,1,1,0,0,1,0,4.70048036579242,2.94443897916644,1,1,0,0,1.14463371927284,0.988697792067108,1,1,"be you not entertained get trick",6,0.166666666666667,0.166666666666667,0,0,0,1,0,5.72
"1479",1490,"2018-02-07","UnderArmour","Maintain the energy. Eliminate the impact. #UAHOVR has redefined comfort. #WEWILL https://t.co/f7u4jc5MwM",81,0,0,186,28,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,0,0,2,1,0,0,0,0,5.2257466737132,3.3322045101752,1,1,0,0,1.57657097182862,0.988697792067108,0,0,"maintain the energy eliminate the impact have redefine comfort",9,0.333333333333333,0.333333333333333,0,0,1,0,0,5.99
"1480",1491,"2018-02-07","UnderArmour",".  is celebrating Black History Month by honoring his Granny and Mother for taking him to the MLK Day Parade in Tulsa every single year. From Martin Luther King BLVD to John Hope Franklin BLVD. #BHM https://t.co/M8MohhyRpH",211,0,0,130,26,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,19,1,0,1,1,1,1,0,0,1,0,4.86753445045558,3.25809653802148,1,1,0,0,4.38416311344124,0.988697792067108,0,1,"be celebrat black history month by honor he granny and mother for take he to the mlk day parade in tulsa every single year from martin luther k blvd to john hope franklin blvd",34,0.5,0.0882352941176471,0,0,0,0,1,6.12846153846154
"1481",1492,"2018-02-07","UnderArmour",".  <U+0001F3C4><U+200D><U+2640><U+FE0F> down <U+26F0> looking for her next challenge. #WEWILL https://t.co/XdgmDCNxAm",68,0,0,72,5,0,1,0,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,1,1,2.23606797749979,4.27666611901606,1.6094379124341,1,0,0,0,1.29581175766736,0.988697792067108,0,0,"ufcuduufef down uf look for she next challenge",8,0.125,0.25,0,0,1,0,1,5.95
"1482",1493,"2018-02-06","UnderArmour","Light and responsive, mile after mile after mile. Introducing the #UAHOVR Sonic. Shop now. https://t.co/1pzeipcGv8 https://t.co/c2SNovIMqm",114,0,0,78,24,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,4.35670882668959,3.17805383034795,1,1,0,0,2.28926743854567,0.988697792067108,0,0,"light and responsive mile after mile after mile introduce the sonic shop now",13,0.307692307692308,0.0769230769230769,0,0,0,1,0,5.51375
"1483",1494,"2018-02-06","UnderArmour","THIS WEEK'S COVER: A play call for the ages and a (backup) QB that amazes https://t.co/9wETEx92v8 https://t.co/cz6AUgLr2t",132,0,1,0,301,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,5.70711026474888,0,1,0,1,2.67801096584588,0.988697792067108,0,0,"this week cover a play call for the age and a backup qb that amaze",15,0.4,0.133333333333333,0,0,1,0,1,6.20857142857143
"1484",1495,"2018-02-06","UnderArmour","Every time   reached her breaking point, she became unbreakable. Her comeback story is #UnlikeAny. https://t.co/hW9NGjwE9L",109,0,0,311,52,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,5.73979291217923,3.95124371858143,1,1,0,0,2.18128312540673,0.988697792067108,0,1,"every time reach she breaking point she become unbreakable she comeback story be",13,0.307692307692308,0.153846153846154,0,1,0,0,0,6.165
"1485",1496,"2018-02-05","UnderArmour","Philly, stand <U+0001F199> S/O to our sqUAd <U+27A1><U+FE0F> MVP  ,  ,   and   for bringing home the hardware. #WEWILL https://t.co/JIlBXMkXUF",143,0,0,106,22,0,1,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,22,0,1,4,1,1,1,3,1,2,1.73205080756888,4.66343909411207,3.09104245335832,1,1,0,0,2.91557645475156,0.988697792067108,0,0,"philly stand uf so to we squad uaufef mvp and for bring home the hardware",15,0.266666666666667,0.133333333333333,1,0,0,0,0,5.978
"1486",1497,"2018-02-04","UnderArmour","Five wins in seven appearances for the league MVP. Tom Brady is ready to put it all on the line for his 6<U+FE0F><U+20E3>th <U+0001F48D>. #WEWILL https://t.co/yP88Zh0c2w",120,0,0,177,36,0,1,0,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,1,3,1,0,1.73205080756888,5.17614973257383,3.58351893845611,1,1,0,0,2.41884861431241,0.988697792067108,0,0,"five win in seven appearances for the league mvp tom brady be ready to put it all on the line for he ufefueth ufd",24,0.291666666666667,0.0416666666666667,0,0,0,0,1,5.66875
"1487",1498,"2018-02-04","UnderArmour","The lights are on, the stage is set.   leads the <U+0001F985>'s into the biggest game of the year. #WEWILL https://t.co/Czks7mNPYc",103,0,0,101,29,0,1,0,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,17,1,0,1,1,1,1,1,1,1,1,4.61512051684126,3.36729582998647,1,1,0,0,2.05170194963999,0.988697792067108,0,0,"the light be on the stage be set lead the uf into the biggest game of the year",18,0.277777777777778,0.0555555555555556,0,0,0,1,0,5.98875
"1488",1499,"2018-02-04","UnderArmour","Ice in his veins for 18 seasons. 3rd league MVP for the QB who was drafted 199th. Congratulations, Tom Brady. #BRADYHOUSE #WEWILL https://t.co/1qM1lSchod",129,0,0,250,70,0,1,0,"Sunday",0,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,5.52146091786225,4.24849524204936,1,1,0,0,2.61322037796251,0.988697792067108,0,0,"ice in he vein for season rd league mvp for the qb who be draft th congratulation tom brady",19,0.368421052631579,0.105263157894737,1,1,0,0,0,6.00142857142857
"1489",1500,"2018-02-03","UnderArmour","He’s got one more speech to give. Congrats,   on becoming a first ballot   inductee! #WEWILL <U+0001F449>   https://t.co/Jy6856z9Pg",132,0,0,94,24,0,1,0,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,3,1,1,1,1,1,1.73205080756888,1,4.54329478227,3.17805383034795,1,1,0,0,2.67801096584588,0.988697792067108,0,1,"he get one more speech to give congrat on become a first ballot inductee uf",15,0.4,0.2,0,0,0,0,1,6.4275
"1490",1501,"2018-02-03","UnderArmour","This is Boston. This is Tom Brady’s <U+0001F3E1>. Kenji Nakayama came through to <U+0001F3A8> an epic mural depicting just a few of the <U+0001F410>’s accomplishments. #NotDone #WEWILL https://t.co/bEKXr7Xuas",151,0,0,97,26,0,1,0,"Saturday",0,0,0,0,0,1,2018,"February",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,0,1.73205080756888,4.57471097850338,3.25809653802148,1,1,0,0,3.08835135577388,0.988697792067108,0,0,"this be boston this be tom brady ufe kenji nakayama come through to ufa a epic mural depict just a few of the uf accomplishment",25,0.2,0.04,0,0,0,1,0,6.310625
"1491",1502,"2018-02-02","UnderArmour","Welcome aboard the Tomoka Takeuchi <U+0001F682>. Next stop, winnersville. <U+0001F3C2> #WEWILL #GoPro https://t.co/GWWsrLl0FL",79,0,0,36,4,0,1,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,0,0,2,1,2,1,0,1.4142135623731,3.58351893845611,1.38629436111989,1,0,0,0,1.53337724657304,0.988697792067108,0,0,"welcome aboard the tomoka takeuchi uf next stop winnersville ufc",9,0.222222222222222,0.111111111111111,0,1,0,1,0,6.30833333333333
