"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"2338",2350,"2018-02-01","Reebok","Founder of   is fighting for social change through the power of fitness. See what inspired the start of her journey &amp; what keeps her going. https://t.co/jQOG3uLtfJ",179,0,0,23,2,1,0,0,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,1,1,0,0,0,0,1,0,3.13549421592915,0.693147180559945,0,0,0,0,3.69306350935198,0.712769843414834,0,0,"founder of be fight for social change through the power of fitness see what inspire the start of she journey amp what keep she go",25,0.24,0.2,1,1,1,1,0,5.99571428571429
"2339",2351,"2018-02-01","Reebok","Couples that WOD together, stay together. <U+0001F4AA><U+2764><U+FE0F> Shop the new #Nano8 Valentine’s Day Pack: https://t.co/4vGnRaG6JV #Flexweave #AlwaysTraining https://t.co/QrZyICL2ap",138,0,0,50,6,1,0,1,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,3,1,3,1,0,1.73205080756888,3.91202300542815,1.79175946922805,1,0,0,0,2.80759214161262,0.712769843414834,0,0,"couple that wod together stay together ufaauufef shop the new valentine day pack",13,0.307692307692308,0.230769230769231,0,0,0,0,1,6.44714285714286
"2340",2352,"2018-02-01","Reebok","With an injury taking her out of the 2017  ,   talks recovery, goals and emotions for the 2018 season. https://t.co/1r6kXAFMJI https://t.co/UZ2JfG5wMa",150,0,0,106,6,1,0,1,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,14,1,0,2,1,0,0,0,0,1.4142135623731,0,4.66343909411207,1.79175946922805,1,0,0,0,3.06675449314609,0.712769843414834,0,0,"with a injury take she out of the talk recovery goal and emotion for the season",16,0.375,0.0625,1,0,0,0,0,5.76142857142857
"2341",2353,"2018-01-31","Reebok","Being in sync with another soul is a rare and wonderful thing. Don't take these moments for granted. <U+0001F64F> #BetterTogether #YogaInspo https://t.co/RKQ5LGXu0K",129,0,0,49,5,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,2,1,1,1,0,1,3.89182029811063,1.6094379124341,1,0,0,0,2.61322037796251,0.712769843414834,0,0,"be in sync with another soul be a rare and wonderful thing do not take these moment for grant uff",20,0.25,0.1,0,1,0,0,0,5.26954545454545
"2342",2354,"2018-01-31","Reebok","From the latest performance footwear to GPS-integrated gloves that guide your run, designer   sees #Flexweave woven into the future of many innovative industries. Explore: https://t.co/BNPw9CrIxW #ReebokInnovationCollective https://t.co/xWrlfJRA3C",232,0,0,37,5,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,1,1,2,1,0,0,1,0,3.61091791264422,1.6094379124341,1,0,0,0,4.83769722862482,0.712769843414834,0,0,"from the latest performance footwear to gpsintegrate glove that guide you run designer see wove into the future of many innovative industries explore",23,0.304347826086957,0.130434782608696,1,1,0,1,1,6.248
"2343",2355,"2018-01-31","Reebok","Exclusive:   talks plans for 2018   season after shoulder surgery. https://t.co/mJuGKeZaK5 #BeMoreHuman",127,0,0,26,5,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,0,0,1.4142135623731,0,3.25809653802148,1.6094379124341,0,0,0,0,2.57002665270693,0.712769843414834,0,1,"exclusive talk plan for season after shoulder surgery",8,0.625,0,0,0,1,0,0,5.37833333333333
"2344",2356,"2018-01-30","Reebok","Celebrity trainer &amp; nutritionist   shares his 5 rules to a healthier you! https://t.co/evTUsWTeGa #BeMoreHuman #AlwaysTraining",145,0,0,21,3,1,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,19,1,0,1,1,2,1,0,0,1,0,3.04452243772342,1.09861228866811,0,0,0,0,2.95877018000714,0.712769843414834,0,0,"celebrity trainer amp nutritionist share he rule to a healthier you",11,0.545454545454545,0,0,0,1,0,0,5.418
"2345",2357,"2018-01-30","Reebok","The new #ReebokJJII honors  ’s push to be the best &amp; to bring out the best in those around him. Shop now: https://t.co/jZftxMDH9y https://t.co/kquefFZdMl",139,0,0,41,4,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,1,1,0,0,1,0,3.71357206670431,1.38629436111989,1,0,0,0,2.82918900424041,0.712769843414834,0,0,"the new honor push to be the best amp to bring out the best in those around he shop now",20,0.15,0.1,0,0,0,0,1,6.21571428571429
"2346",2358,"2018-01-30","Reebok","We ALL have 24-hour days. Lack of time is no excuse. Make YOU a priority &amp; start chasing those goals! #MorningMotivation #BeMoreHuman",137,0,0,67,13,0,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,2,1,0,0,0,0,4.20469261939097,2.56494935746154,1,1,0,0,2.78599527898483,0.712769843414834,0,0,"we all have hour day lack of time be no excuse make you a priority amp start chase those goal",20,0.45,0.15,0,0,1,1,0,4.86384615384615
"2347",2359,"2018-01-29","Reebok","How to #RockYourBody to some of the most iconic pop hits. https://t.co/5oqh0K6cD1 https://t.co/1UQ36suxy8",81,0,0,74,12,1,1,0,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,1,0,0,0,0,4.30406509320417,2.484906649788,1,1,0,0,1.57657097182862,0.712769843414834,0,0,"how to to some of the most iconic pop hit",10,0.2,0,1,0,1,1,1,5
"2348",2360,"2018-01-27","Reebok","Make today's struggle tomorrow's accomplishment. #ProgressNotPerfection #BetterThanYesterday https://t.co/OAC3RASSeB",92,0,0,58,13,0,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,2,1,0,0,0,0,4.06044301054642,2.56494935746154,1,1,0,0,1.81413646073431,0.712769843414834,0,0,"make today struggle tomorrow accomplishment",5,0.6,0.2,1,1,1,0,0,5.71333333333333
"2349",2361,"2018-01-27","Reebok","Commit to #mindfulness this year by unwinding w/ these yoga poses &amp; lifestyle tips. https://t.co/NXm0SwxEO5",111,0,0,31,3,1,0,0,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,0,0,0,0,3.43398720448515,1.09861228866811,0,0,0,0,2.2244768506623,0.712769843414834,0,0,"commit to this year by unwind with these yoga pose amp lifestyle tip",13,0.307692307692308,0.230769230769231,0,0,1,1,1,5.96125
"2350",2362,"2018-01-27","Reebok","Prep for one of the most anticipated album drops of 2018 with this bodyweight workout inspired by the pop star's greatest hits! https://t.co/e8mX1lgpBY https://t.co/grhS4S9Bfa",151,0,0,27,5,1,1,0,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.29583686600433,1.6094379124341,0,0,0,0,3.08835135577388,0.712769843414834,0,0,"prep for one of the most anticipated album drop of with this bodyweight workout inspire by the pop star greatest hit",21,0.333333333333333,0.142857142857143,0,0,1,0,0,5.87222222222222
"2351",2363,"2018-01-26","Reebok","The hard work   puts in every day is what builds the confidence he needs to #HuntGreatness.   #ReebokJJII: https://t.co/jZftxMDH9y https://t.co/7dTWkZThYz",136,0,0,388,27,1,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,2,1,0,0,1,0,5.96100533962327,3.29583686600433,1,1,0,0,2.76439841635704,0.712769843414834,0,0,"the hard work put in every day be what build the confidence he need to",15,0.2,0.2,0,0,1,1,1,5.69
"2352",2364,"2018-01-26","Reebok","Daily reminder: Sometimes you have to make short term sacrifies to reach those long term goals. #OneDayAtATime #YouGotThis",122,0,0,58,16,0,0,0,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,2,1,0,0,0,0,4.06044301054642,2.77258872223978,1,1,0,0,2.46204233956799,0.712769843414834,0,0,"daily reminder sometimes you have to make short term sacrify to reach those long term goal",16,0.3125,0.1875,0,1,0,0,1,5.89666666666667
"2353",2365,"2018-01-26","Reebok","See how the   community helped this #adaptiveathlete regain confidence, motivation and just ""pure happiness"" after losing his arm: https://t.co/W9CBdN7hdq https://t.co/GRyREw4AMb",162,0,0,121,21,1,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0,0,1,0,4.79579054559674,3.04452243772342,1,1,0,0,3.32591684467956,0.712769843414834,0,0,"see how the community help this regain confidence motivation and just pure happiness after lose he arm",17,0.352941176470588,0.176470588235294,0,0,1,0,0,6.282
"2354",2366,"2018-01-25","Reebok","Street <U+27A1><U+FE0F> Studio. Need a gym bag that does it all? Look no further: https://t.co/9zSiN8VS3e https://t.co/UIy2MDlllL",91,0,0,38,3,1,0,1,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,2,1,0,1.4142135623731,3.63758615972639,1.09861228866811,1,0,0,0,1.79253959810652,0.712769843414834,1,0,"street uaufef studio need a gym bag that do it all look no further",14,0.357142857142857,0.142857142857143,1,0,0,0,0,5.57285714285714
"2355",2367,"2018-01-25","Reebok","Let’s make 2018 the year we all decide to take better care of ourselves. Plain and simple. Check out these tips on staying committed to mindfulness. https://t.co/IYTHaH7XZJ",172,0,0,35,4,1,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.55534806148941,1.38629436111989,1,0,0,0,3.54188547095745,0.712769843414834,0,0,"let make the year we all decide to take better care of ourselves plain and simple check out these tip on stay committed to mindfulness",25,0.2,0.2,1,1,0,0,0,6.20363636363636
"2356",2368,"2018-01-24","Reebok","How do you adapt when everything you’ve ever known seems to be taken away from you? Take a note from #adaptiveathlete Victor Castro's book. https://t.co/PWdmnzdn0L #BeMoreHuman https://t.co/7ckrB5bOUU",176,0,0,84,20,1,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,2,1,0,0,0,0,4.43081679884331,2.99573227355399,1,1,0,0,3.62827292146861,0.712769843414834,1,0,"how do you adapt when everything youve ever know seem to be take away from you take a note from victor castro book",23,0.173913043478261,0.217391304347826,0,0,1,0,0,5.79666666666667
"2357",2369,"2018-01-24","Reebok","A single run has the power to untangle the most complex knots in your mind. <U+2764><U+FE0F> if pounding the pavement is your therapy. #BeMoreHuman #ReebokRunning https://t.co/Oks6XFReUt",148,0,0,49,9,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,2,1,2,1,0,1.4142135623731,3.89182029811063,2.19722457733622,1,0,0,0,3.02356076789051,0.712769843414834,0,0,"a single run have the power to untangle the most complex knot in you mind uufef if pound the pavement be you therapy",23,0.260869565217391,0.130434782608696,0,1,0,0,0,5.50090909090909
"2358",2370,"2018-01-23","Reebok","The daily grind is always a little easier with someone by your side. Who do you rely on to get through tough workouts? #BetterTogether https://t.co/gBmG7Ljtqb",134,0,0,37,6,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,0,0,0,0,3.61091791264422,1.79175946922805,1,0,0,0,2.72120469110146,0.712769843414834,1,0,"the daily grind be always a little easier with someone by you side who do you rely on to get through tough workout",23,0.173913043478261,0.0869565217391304,0,0,0,1,0,5.622
"2359",2371,"2018-01-23","Reebok","First #Regionals then  .   is on a mission &amp; no one is going to stop her! https://t.co/Zpqp6b5vso",126,0,0,21,2,1,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,16,1,0,2,1,1,1,0,0,1.4142135623731,0,3.04452243772342,0.693147180559945,0,0,0,0,2.54842979007914,0.712769843414834,0,0,"first then be on a mission amp no one be go to stop she",14,0.214285714285714,0.142857142857143,0,0,1,0,0,4.60375
"2360",2372,"2018-01-23","Reebok","Is your oversized sneaker collection causing a mess in your closet? Try out these organization tips from owner of  's #ClosetShots  . https://t.co/xjNILABEb9",178,0,0,21,3,1,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,2,1,1,1,0,0,1.4142135623731,0,3.04452243772342,1.09861228866811,0,0,0,0,3.67146664672419,0.712769843414834,1,0,"be you oversized sneaker collection cause a mess in you closet try out these organization tip from owner of s",20,0.35,0.1,0,1,0,1,0,5.50636363636364
"2361",2373,"2018-01-22","Reebok","Chalked up &amp; ready for the week ahead! Shop the gear you'll need to go #HAM on Monday: https://t.co/mFUCAplkNM https://t.co/dvHnLqQeoE",114,0,0,25,3,1,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,0,0,0,0,3.2188758248682,1.09861228866811,0,0,0,0,2.28926743854567,0.712769843414834,0,0,"chalk up amp ready for the week ahead shop the gear youll need to go on monday",17,0.176470588235294,0.235294117647059,0,0,0,1,0,5.69375
"2362",2374,"2018-01-22","Reebok","Meet Jon Fidler of   – an innovative designer who put the unique breathability our #Flexweave material to the test in a whole new way. #ReebokInnovationCollective: https://t.co/BNPw9CrIxW https://t.co/7WSOsgu0JO",194,0,0,24,7,1,1,0,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,2,1,0,0,1,0,3.17805383034795,1.94591014905531,0,0,0,0,4.01701644876882,0.712769843414834,0,0,"meet jon fidler of a innovative designer who put the unique breathability we material to the test in a whole new way",22,0.318181818181818,0.0909090909090909,1,0,0,0,0,6.005
"2363",2375,"2018-01-22","Reebok","We're here for the burn. <U+0001F525> Why did you show up this morning? #TweetUs https://t.co/z2Rgj6smas",69,0,0,41,2,0,0,1,"Monday",1,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,1,1,0,1,3.71357206670431,0.693147180559945,1,0,0,0,1.31740862029515,0.712769843414834,1,0,"be here for the burn uf why do you show up this morning",13,0.153846153846154,0.0769230769230769,0,0,1,0,0,5.55583333333333
"2364",2376,"2018-01-21","Reebok","17-year-old   is the youngest #CrossFit athlete to qualify for #Regionals. What's next on her victorious path? Find out here! https://t.co/tVFZY71vz8",161,0,0,23,3,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,1,1,2,1,0,0,1,0,3.13549421592915,1.09861228866811,0,0,0,0,3.30431998205177,0.712769843414834,1,0,"yearold be the youngest athlete to qualify for what next on she victorious path find out here",17,0.176470588235294,0.117647058823529,1,1,1,0,0,6.36833333333333
"2365",2377,"2018-01-21","Reebok","Consistency is key. You don't need to go to extremes to achieve success- just stay focused on the task at hand. #DailyReminder #BeMoreHuman",139,0,0,59,16,0,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,2,1,0,0,0,0,4.07753744390572,2.77258872223978,1,1,0,0,2.82918900424041,0.712769843414834,0,0,"consistency be key you do not need to go to extreme to achieve success just stay focus on the task at hand",22,0.227272727272727,0.227272727272727,1,0,0,0,1,5.40307692307692
"2366",2378,"2018-01-21","Reebok","Pushing boundaries, setting trends &amp; defining what it means to be #AlwaysClassic. https://t.co/6Di3wcP7wQ  ",125,0,0,32,2,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,1,1,0,0,1,0,3.46573590279973,0.693147180559945,0,0,0,0,2.52683292745135,0.712769843414834,0,0,"push boundary set trend amp define what it mean to be",11,0.181818181818182,0.363636363636364,0,0,1,0,0,5.08375
"2367",2379,"2018-01-21","Reebok",".  dancer   shows us her top eight moves to feel confident &amp; strong while performing in front of a packed crowd. https://t.co/qIWOtpN1Hl",160,0,0,18,4,1,0,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,15,1,0,2,1,0,0,0,0,1.4142135623731,0,2.89037175789616,1.38629436111989,0,0,0,0,3.28272311942398,0.712769843414834,0,0,"dancer show we she top eight move to feel confident amp strong while perform in front of a pack crowd",20,0.25,0.2,1,0,1,1,1,5.98416666666667
"2368",2380,"2018-01-21","Reebok","Dress like the fighters of #UFC220. Shop the all new #FightNightCollection: https://t.co/onfjSXPqYg     https://t.co/Twp213BdBr",121,0,0,41,5,1,1,0,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,2,1,2,1,0,0,1.4142135623731,0,3.71357206670431,1.6094379124341,1,0,0,0,2.4404454769402,0.712769843414834,0,0,"dress like the fighter of shop the all new",9,0.333333333333333,0,1,0,1,0,1,6.506
"2369",2381,"2018-01-20","Reebok","Focused &amp; ready.  ’s got his eye on that heavyweight title. <U+0001F44A><U+0001F3C5> RT to wish him good luck at tonight’s big fight! #UFC220.   https://t.co/hA1gP4AnmK",144,0,0,42,6,0,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,21,0,1,2,1,1,1,2,1,1.4142135623731,1.4142135623731,3.73766961828337,1.79175946922805,1,0,0,0,2.93717331737935,0.712769843414834,0,0,"focus amp ready get he eye on that heavyweight title ufaufc rt to wish he good luck at tonight big fight",21,0.380952380952381,0.142857142857143,0,0,0,1,0,6.01666666666667
"2370",2382,"2018-01-20","Reebok","Driven by their sibling rivalry, the Watt brothers use each other as motivation to be the best- both on &amp; off the field.   #Hydrorush: https://t.co/ljRZPsD0Vw https://t.co/1eF2G9H4wK",162,0,0,37,7,1,0,1,"Saturday",0,0,0,0,0,1,2018,"January",1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,3.61091791264422,1.94591014905531,1,0,0,0,3.32591684467956,0.712769843414834,0,0,"drive by they sibling rivalry the watt brother use each other as motivation to be the best both on amp off the field",23,0.260869565217391,0.130434782608696,0,0,0,0,1,5.905
"2371",2383,"2018-01-19","Reebok","How To Be Great At Anything: Prep &amp; Practice. #FightForMore #BeMoreHuman https://t.co/jJG5MAJECG",76,0,0,45,7,0,0,1,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,2,1,0,0,0,0,3.80666248977032,1.94591014905531,1,0,0,0,1.46858665868968,0.712769843414834,0,0,"how to be great at anything prep amp practice",9,0.222222222222222,0,0,1,0,0,0,6.096
"2372",2384,"2018-01-19","Reebok","Men's Fitness editors teamed up with CrossFit athletes   and   to test the new   CrossFit Nano 8. Watch the full video: https://t.co/9sZ4GRXEhB https://t.co/CL693Do6Vd",140,0,1,0,15,0,0,0,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,3,1,0,0,0,0,1.73205080756888,0,0,2.70805020110221,0,1,0,0,2.8507858668682,0.712769843414834,0,1,"men fitness editor team up with crossfit athlete and to test the new crossfit nano watch the full video",19,0.368421052631579,0.210526315789474,0,1,1,1,1,6.02333333333333
"2373",2385,"2018-01-19","Reebok","To be in the   you need balance, strength &amp; power. See how ballerina   trains for all three! https://t.co/755aRD4yVg",140,0,0,15,4,1,0,0,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,2,1,0,0,0,0,1.4142135623731,0,2.70805020110221,1.38629436111989,0,0,0,0,2.8507858668682,0.712769843414834,0,0,"to be in the you need balance strength amp power see how ballerina train for all three",17,0.294117647058824,0.176470588235294,0,0,0,1,0,6.181
"2374",2386,"2018-01-19","Reebok","According to  , not feeling ready for the #CrossFitOpen is NO excuse not to sign up. Read why: https://t.co/V6oo4aLEmj     https://t.co/hcarREDGyl",152,0,0,43,10,1,1,0,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,15,1,0,3,1,1,1,0,0,1.73205080756888,0,3.76120011569356,2.30258509299405,1,0,0,0,3.10994821840167,0.712769843414834,0,0,"accord to not feel ready for the be no excuse not to sign up read why",16,0.0625,0.25,0,0,0,0,1,2.91571428571429
"2375",2387,"2018-01-19","Reebok","Fresh. Daring. Fearless. The ultimate crew. Meet our new #AlwaysClassic line up <U+27A1><U+FE0F> https://t.co/3Z6WgOkotQ  ",122,0,0,20,1,1,0,0,"Friday",0,0,0,0,1,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,1,1,2,1,1,1.4142135623731,2.99573227355399,0,0,0,0,0,2.46204233956799,0.712769843414834,0,0,"fresh daring fearless the ultimate crew meet we new line up uaufef",12,0.25,0.166666666666667,1,0,0,0,0,6.08
"2376",2388,"2018-01-18","Reebok","See what   teen athlete   is setting her sights on for the upcoming 2018 season and beyond. https://t.co/yW3I8GXyyh",140,0,0,47,8,1,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,2,1,0,0,0,0,1.4142135623731,0,3.85014760171006,2.07944154167984,1,0,0,0,2.8507858668682,0.712769843414834,0,0,"see what teen athlete be set she sight on for the upcoming season and beyond",15,0.266666666666667,0.133333333333333,0,0,0,0,1,6.18
"2377",2389,"2018-01-18","Reebok","Whether it’s unexpected, fresh, breaking, unstoppable, hidden, or bold… it’s #AlwaysClassic. https://t.co/vtyTrLIGST https://t.co/CKFgoyjUaO",140,0,1,0,86,1,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,0,4.45434729625351,0,1,0,0,2.8507858668682,0.712769843414834,0,0,"whether its unexpected fresh breaking unstoppable hidden or bold it",10,0.1,0.2,0,0,0,1,0,5.9675
"2378",2390,"2018-01-18","Reebok","Each day is its own story. What will you write today? #BeMoreHuman",66,0,0,62,19,0,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,0,0,0,0,4.12713438504509,2.94443897916644,1,1,0,0,1.25261803241178,0.712769843414834,1,0,"each day be its own story what will you write today",11,0.272727272727273,0.181818181818182,1,0,0,0,0,6.316
"2379",2391,"2018-01-18","Reebok","Built with the latest #Flexweave technology, the #Nano8 is here &amp; ready for your next PR! Put it to the test: https://t.co/I5h0Ch29qe   https://t.co/3cTLHa1laI",147,0,0,31,6,1,0,1,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,2,1,0,0,1,0,3.43398720448515,1.79175946922805,0,0,0,0,3.00196390526272,0.712769843414834,0,0,"build with the latest technology the be here amp ready for you next pr put it to the test",19,0.157894736842105,0.105263157894737,0,0,0,1,0,5.71428571428571
"2380",2392,"2018-01-17","Reebok","Commit to every part of your workout, stretching included. #DailyReminder #ItsTheLittleThings https://t.co/EIez5IufVt",93,0,0,45,7,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,2,1,0,0,0,0,3.80666248977032,1.94591014905531,1,0,0,0,1.8357333233621,0.712769843414834,0,0,"commit to every part of you workout stretch include",9,0.222222222222222,0.333333333333333,1,0,0,0,0,5.634
"2381",2393,"2018-01-17","Reebok","How far has   ambassador   really come in her fitness journey? Find out here! https://t.co/dbIzmXwrko https://t.co/ZxGYRWIeva",119,0,0,105,37,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,19,1,0,2,1,0,0,0,0,1.4142135623731,0,4.65396035015752,3.61091791264422,1,1,0,0,2.39725175168462,0.712769843414834,1,0,"how far have ambassador really come in she fitness journey find out here",13,0.230769230769231,0.230769230769231,0,0,1,0,0,6.09166666666667
"2382",2394,"2018-01-17","Reebok","As electric cars become more prevalent, the role of physical gas stations will become obsolete. So what happens to all these vacant locations? Enter:   and Fitness Hubs <U+27A1><U+FE0F> https://t.co/Movfhk87mw #GymIsEverywhere #BeMoreHuman",239,0,0,28,11,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,1,1,2,1,2,1,1,1.4142135623731,3.3322045101752,2.39789527279837,0,0,0,0,4.98887526701934,0.712769843414834,1,0,"as electric car become more prevalent the role of physical gas station will become obsolete so what happen to all these vacant location enter and fitness hub uaufef",28,0.285714285714286,0.107142857142857,0,0,1,0,0,5.51125
"2383",2395,"2018-01-17","Reebok","Can the latest innovation in footwear be used to stretch the limits of other areas of design?  ’s answer: the #Flexweave active seat. Discover more: https://t.co/BNPw9CrIxW #ReebokInnovationCollective https://t.co/q9tzNETcSY",210,0,0,20,4,1,0,1,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,2,1,0,0,1,0,2.99573227355399,1.38629436111989,0,0,0,0,4.36256625081345,0.712769843414834,1,0,"can the latest innovation in footwear be use to stretch the limit of other area of design answer the active seat discover more",23,0.347826086956522,0.0869565217391304,1,0,0,1,0,5.95857142857143
"2384",2396,"2018-01-17","Reebok","<U+26A0><U+FE0F> WARNING: This   coach can dish out a reality check as quickly as he can deadlift. Read more: https://t.co/1ioyBXdGcB #InTheOpen   https://t.co/8FTeWWdWI9",153,0,0,44,7,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,14,1,0,2,1,1,1,2,1,1.4142135623731,1.4142135623731,3.78418963391826,1.94591014905531,1,0,0,0,3.13154508102946,0.712769843414834,0,0,"uaufef warning this coach can dish out a reality check as quickly as he can deadlift read more",18,0.166666666666667,0.222222222222222,0,0,1,0,0,5.84125
"2385",2397,"2018-01-16","Reebok",". ’s golden advice for powerlifting: Find a coach. <U+0001F4AA> Find out more here: https://t.co/SblDevIinN",107,0,0,25,2,1,0,0,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,18,1,0,1,1,0,0,1,1,1,1,3.2188758248682,0.693147180559945,0,0,0,0,2.13808940015115,0.712769843414834,0,0,"golden advice for powerlift find a coach ufa find out more here",11,0.181818181818182,0.272727272727273,0,0,1,0,0,6.66083333333333
"2386",2398,"2018-01-16","Reebok","The many faces of a job well done. <U+0001F44F> What emoji do you use when you've just crushed a workout? #TweetUs https://t.co/8QBOrsZozt",103,0,0,51,3,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,1,1,0,1,3.93182563272433,1.09861228866811,1,0,0,0,2.05170194963999,0.712769843414834,1,0,"the many face of a job well do uff what emoji do you use when youve just crush a workout",20,0.15,0.15,1,0,1,0,0,5.81
